"V1","V2","V3","V4","V5","V6"
-5.67816192701211,-6.89421645958792,-6.26850985599493,3.24003173345263,7.4452894143979,3.98214004149477
-6.35774533532587,-4.11834247175589,-4.34380305165344,6.44118943085794,7.11997345625508,8.09602885528272
-6.96422905165311,-0.95938904454801,-7.51820309211934,10.5803148198475,10.2307834085729,6.8909041522116
-3.79907145136484,-2.43538295942427,-7.61680055512247,-3.96506585183331,0.996597485805919,2.85280481790348
-1.1131675109131,-6.15011271980153,-5.64164753651151,-5.86162862805836,6.46397769785725,10.3717570473042
-2.31668479812967,-1.97600615407535,-6.98823050032049,-4.04356810712006,2.71014163779166,3.59495739700515
-3.2341202949094,-2.92992215019465,-6.37741876262911,-2.36601200717081,8.24886502684104,0.666803413451875
-5.76492356313999,-2.33379012999556,-2.97874392669883,-1.9787670732165,5.78389698956892,6.03310956331947
8.54774629333792,-6.65211674920405,9.9068715044098,-6.70291992131079,-5.23560641889876,1.47697098441561
5.52792315900414,-0.157577394143852,4.6650940485236,-3.53025533887224,-3.82349042170309,2.60231145205908
2.81593144020691,-5.0314118240217,5.77859167497862,-6.27684123051817,-8.73635585207231,5.74129373430948
2.62789460440692,-10.7342090827554,10.3335873229669,-8.53413236306919,-2.95480362679065,6.50754106788834
4.16707530440765,-4.69377308072203,9.46625569852881,-11.5683393772907,-8.7892696268996,3.32692623262309
3.15315078439685,6.0070346202317,4.75134154026967,-7.25920180912084,-11.0327136306364,-12.3565756047142
5.52550069303735,3.27678432347413,9.48464989951898,-5.875319166037,-7.88850955491139,-9.18149564828028
2.82117779237836,5.28375083996208,5.77163617201275,-3.92093152600415,-11.9434834773031,-15.4539107199569
6.48384226309395,0.717320155401796,1.91294180216,-3.24144049330705,-6.11319873023677,-8.54355692784052
0.980401574216042,2.56654986323275,8.6157201618603,-0.244819520732781,-3.74597739091406,-8.98898575683265
5.32249396941553,4.74155481272389,8.79445978723616,-8.41256071627362,-11.2518775427034,-15.6971554725181
5.31839496369057,1.63158931401823,2.96780323222238,-3.05650119199479,-10.5554900349863,-13.4040651050142
7.93395678555975,6.49401492880926,4.57152155580965,-3.46482638692945,-3.22481695838169,-10.2487359647641
5.77694939938594,6.53965221133366,8.84345543770463,-3.78510575666687,-5.72186286502307,-5.83235464532659
6.42922561192449,7.01279268077328,4.64087321108411,-6.96133118955999,-7.4756379443889,-11.4021767658763
-0.53245192841967,8.73196363276257,7.33234557127122,-4.79879076181206,-9.41269179586287,-12.0823217404001
-3.95083916678068,9.92394562987144,9.68563096914341,0.291389292683749,-9.73281303431138,-9.7116427193283
-6.85063997531337,3.63160357884824,7.48095982607384,-7.40645582542057,-10.4329158716984,-11.4258372678736
-0.622258910051401,3.34921590889219,8.66939920326122,-3.32137628688128,-4.64828564079456,-8.57652732125217
-5.36067328288335,3.82832058262293,3.76042096087016,-0.370545385427348,-5.601133759571,-7.12417321055276
-2.0367475284093,6.49539437355407,7.92006340608201,5.24687196128167,11.2320987963239,14.6779919600574
-4.67888255361727,4.83775175817092,5.55279502648777,3.88872526080427,8.74804137934131,6.87024469054105
-6.33915424424077,8.36050286316568,1.66385519903268,10.260448842791,8.58664807321618,3.20308141961799
-0.919392158201972,5.16166813058318,6.08750466189208,6.4179647537567,4.22035723092289,4.90117364543079
-4.05292313484446,2.95735577836785,6.03752036861526,8.10606812280782,9.68960135889999,7.53887231224114
-3.84419819199892,0.446955797230937,-8.29630017284879,11.1308191024599,11.3625960783758,11.4028911940998
-3.76560844800426,0.234781817425314,-7.97007455835244,2.52952442083199,4.28229790898134,6.27360841081663
-4.81205217410376,-5.98126418295275,-7.36094750244346,7.83106333435897,12.7370205817768,12.145938234027
-1.13084640209226,-3.7832412255991,-8.03990133759927,8.88368588774816,6.00645354403015,3.71510633416567
-3.41578648118208,-2.7826535784403,-2.85488782794836,12.550350880314,10.0194361990713,7.80347181645907
7.06646163301279,-5.43486982453879,-7.16892724469489,5.37331547785492,1.81582526263645,6.58441469230428
-0.0945213626679485,-1.21156860094779,-4.39892517620118,6.81327161367827,9.96545798271497,4.01311038403552
3.39541941510687,-2.55801107725279,-3.90836282409983,8.02760023285913,5.26887669466565,-0.648461656615544
2.00836111669408,-4.03679737638281,-2.05517771689113,6.25167217347377,3.48101802860839,6.22939106810658
0.312438211996286,-1.50160544225722,-1.18739471399286,6.15126574352973,6.33984287608921,2.87418708377019
2.09528335141739,-1.77619652936493,-1.03943387712191,-2.46084264238147,10.0243993837566,5.53998712695167
3.62567237448695,-1.18710684675655,-0.423900317401794,-9.2669760269976,6.14709734367851,4.73405833455889
4.02513179956792,-0.963560744729781,-8.0991922276754,-1.3762439886318,8.29930206771337,4.85818430740632
2.97747377508749,-1.52874345617684,-4.15004655304145,-3.12725764550061,10.4795015907858,7.48550213056589
6.89488972791035,-4.565284314624,-2.72460622461242,-3.42742830874602,4.4891885371479,2.52185770319901
6.81296794604989,-4.22598360237232,-6.91993035830314,-6.87341490433918,-6.54538287903689,6.08413439828638
4.69387891226764,-3.14519954265933,-1.24999639137472,-1.38146625758043,0.696400590997811,5.74938126596065
3.73764741352155,-2.35408666932541,-6.25912526269882,-5.51917762861803,-7.53562965537794,4.66644560870714
3.90843374255919,-5.14642405464828,-7.0136039031362,-6.41905759516143,-6.9180347242247,3.89798428559206
3.56664908124149,-2.62155518761166,-4.0932234448554,-4.60032025929356,-5.7769516288301,7.08197231308426
-4.17450045082935,-1.17583769615483,-0.960350985432098,-4.81654010648393,-7.38708604371619,-14.1323581846591
-4.76124337347191,-3.30001010720975,-2.9554077262103,-9.08639494072719,-8.64298958960254,-15.1460932038788
-4.75888364266323,-5.72577649691947,1.06213846102917,-7.02496628871661,-5.33247685181163,-5.51585790880287
-3.84552956324935,-3.23043739045381,-9.66030656949687,-3.61778896844141,-6.88626114592222,-8.9109627310728
-5.29717796792622,-3.66030605250445,-1.34103435260646,-6.38418307457698,-11.3316333087357,-9.1403616053852
-2.13343785262437,3.29411211632169,-3.67184853852313,-5.37519268052273,-3.98154064312808,-6.72144747660631
-5.18688769575994,6.26864350199932,-4.23548780663294,-8.56062126255716,-6.72886760463374,-11.4625054448025
-11.1487893814226,7.57281518671182,-1.77297296886897,-4.27979069045001,-5.5812342092984,-7.03245416317414
-6.18927023353904,7.59105309149361,-4.54068814558119,-8.3025270557835,-5.12875150797426,-12.5538305844322
-3.42836900901993,4.91466601363699,-8.84132629588997,-4.04881257301554,-5.2796871594292,-8.76108386676147
-3.13088349073927,7.37123299792954,-1.2306412668389,-3.47937143372592,-3.86303547927773,-10.8869192098855
-7.42379980628398,-0.127952883396881,-6.54601596079329,-0.554953055417763,-4.43663305216132,-5.47809820416303
-3.07914765175352,6.76222709280655,-6.01304278279403,-5.19745624658814,-8.65376245836636,-4.5077185726156
-4.31951597245875,5.06490268092976,-3.72300223442127,-4.90321122652384,-7.82273692483817,-9.43843728489952
-3.9280559442526,6.00668267890501,-6.0551506527196,-2.98073405722039,-5.35730259246559,-11.4780619801775
8.40973391944324,6.42675805061814,7.37946780813228,3.41165681724976,7.23883594445243,1.63117837555408
-0.357018384900151,2.50582550836218,7.37815411344473,7.3140297678421,6.18389359410565,7.96646046078288
2.67635440507907,3.86556654313102,7.80538468025482,4.79108851849129,5.65981026878171,6.06108063189233
6.11184156573623,5.90791220413587,-0.834691682533722,6.0007047307109,6.74639596732111,6.96646262435024
8.19927973540216,6.28171582639553,6.96035480297631,4.58174626525607,5.78860349832345,1.55592347598399
2.95893376503268,6.90325883977589,9.19855980753875,6.32149695588851,2.82352247789583,4.23989241445952
9.37163042839152,3.56052126048089,6.15291712344023,9.06896207798418,4.94216069990252,0.813009557402713
2.90466985993701,3.4379629312843,9.01120150619098,9.46683763879101,8.12430847955143,6.55839557148547
5.74968922200916,8.04863456676235,4.91792926347595,12.815120736232,4.12188195004185,2.07406176923782
3.98535885534896,3.70243978564998,1.62354129285365,7.62555659129716,5.34460978302174,5.6749215551291
3.20626229570719,-6.45591495647988,6.97891222415341,9.73327374738105,7.41753234311684,8.51759325389868
1.29599021331095,-7.41292108163805,9.61181216297033,7.76266538695817,10.2670569269084,5.94802125983226
1.20669710054044,-6.33451215804019,6.56084870633294,13.6294891580272,3.47732654688119,3.49774593100773
9.41616302507497,-2.28476639301903,9.7692560384775,7.76985420940246,3.53356043936756,2.33859747655952
6.41980513459695,-5.17408497424908,-0.936239347625975,8.20821570778657,3.14069271679876,3.71273876426291
-6.10149911137556,-4.1215989104645,9.05294119595594,-2.93443185654208,0.874103769192935,7.4613767764866
-5.75539101451983,-4.15857503963246,9.88394956274225,-4.10970489446832,5.4961004245428,5.81045226252043
-2.53345667156263,-10.5955747581401,3.41356322493298,-1.71808622436743,4.35205586032433,11.1016401942133
-3.1608274016269,-3.25501974118987,6.09469579101778,-4.26872490817786,2.45218068246148,8.70909625555185
-4.02739192223143,-3.92410562121048,10.2845161312454,-1.2761552457843,1.7824554411873,1.96002689874557
-3.96050646420842,-5.93260274189167,5.36367505897981,-8.88244157898884,-6.26329037780268,3.66662919724176
-0.621573865319143,-5.25105125257873,8.02448659994592,-4.42651368776217,-4.65365484637167,5.23817534281657
-6.28087270898908,-3.44814551268352,4.09314651216603,-2.29678894844798,-6.8571569139907,3.46659839898944
-3.41184122916229,-4.77252306564207,8.67248029881315,-2.19850303752875,-6.84104044171192,8.16612904116569
-5.71902657333435,-3.57183834633834,6.63610375770624,-4.77136676417348,-5.91840263627179,5.23536211978142
-4.92552073345573,-7.18996594699624,-6.80150338728291,-7.31668591322227,-6.81279017644431,-12.3322294092705
-5.23194191120242,-1.53149615138208,-6.86543059638041,-2.57337080848065,-7.30822619352832,-5.03820479295304
-2.70621646910744,-3.53431990354022,-4.19286919565132,-7.86422196653214,-6.75947650674085,-7.55169865736788
-2.01834629506095,-3.21672892168771,-4.47079229379828,-5.95124171591977,-8.07577669307577,-9.72357958533402
-3.64457887697651,-5.05087825346236,-6.02882895850481,-1.06637164855427,-7.57153258279006,-10.2642726469324
5.38818988522159,-4.01462962218129,-8.44739926183296,-5.11337156064315,-3.56175245147373,-9.83268425958681
4.18816024656135,1.17545049881336,-10.855347812335,-3.98642603934909,-5.94524651828979,-8.21416538988799
3.69319852284777,-3.32302945309605,-7.6966977481403,-1.00474957817769,-10.6048854733768,-9.26263039969636
2.26911751092132,-4.20955820662617,-2.03035532573981,-6.09893081848607,-8.93694982181304,-9.40500959050873
3.6397814647978,-4.15151096892401,-7.70535441295795,-4.2539683257083,-8.69685338728179,-9.96807821931862
5.09538077722507,0.722964540240746,-4.18003817254924,-5.51260884930859,-8.52893733062583,-6.14374856987579
3.72862705376798,3.47546797665419,-3.94637340179966,-3.29959772130341,-7.67772480049774,-10.1926959990475
3.05540365557868,3.47628836433068,-1.58580852361013,-4.94550491241312,-7.11602446797194,-10.3920075846539
2.6560567200191,4.06791283337825,-3.66696222408355,-4.40823414174235,-6.50566843658714,-11.3041592587411
3.95087913823054,7.08874893496267,-4.5240029375425,-4.32128879235682,-6.66684127783743,-11.5342130849566
3.0878181849543,1.32715424075588,-0.798664834877604,5.52346078078274,6.70827971861613,9.68644311300619
6.73297647192921,6.76195242702302,-5.0924813174474,2.50866061269752,6.87418247051574,6.20591938653003
2.59518920632331,1.16189997563128,-9.07473375703521,6.49764179595314,4.39310667253702,-1.35926224842108
6.98852794126535,5.24531113214997,-5.43536654043505,8.03920143815573,11.7296668897732,2.78283625891606
4.01437546193819,5.38119529004303,-5.02083908333854,7.97018795655995,8.5548467852273,2.2063866179224
-0.821650359761043,6.81401386255776,-9.75303387410773,11.0323109860876,5.73177050792096,4.60926405401569
0.0180423189878345,5.06698961470323,-7.59858149774526,6.18559119474215,9.9669655650273,4.53690976080663
-3.09319608543587,7.08922731158446,-5.3826216183257,6.58065176362232,6.91058113165808,9.32069175230098
-2.4734443300554,2.82947357220071,-7.14419659468034,4.65893393089855,6.45738469262141,8.2764715578416
-5.87938547079994,8.33053443507319,-8.19425545362396,4.05268553253871,8.57488136268763,4.4923042878373
-5.57557477012007,8.37305778641515,-3.26190004204089,11.8727991879305,7.78291585325742,3.10715993179712
-5.54002674714154,4.86699156579488,-9.84795551957361,6.85930266557895,4.50069009528127,7.54400147215391
-7.50009823801981,5.24180198747474,-3.15260604476783,7.09501577065466,6.24700183525645,3.24700014652183
-8.30788706790319,4.15482074145459,-5.1278196005748,3.97711981366764,6.52643913425858,11.6901757246106
-0.206752751415474,6.95064842820312,-3.73287198272918,9.14185867302186,5.21906019285604,5.2337257840595
-3.50040434111029,-5.88280214166395,-4.63412573538568,-1.78525830461022,1.09801874512496,4.78916947522476
-6.08429908599605,0.358844029129482,-1.81596894864748,-4.9590650318648,4.00334232457254,4.87646805454855
-3.8771009895639,-4.79075895100403,-6.25450055563905,-2.07556502341728,4.61781262313581,3.36966992452619
-4.56135272494017,-6.42964656670742,-11.1668817609616,-7.75156345789784,2.39175631846003,4.80973065345637
-1.12938558439867,-4.40831111528517,-4.97458990264392,-3.708065206739,5.56501311357536,10.4120360042065
3.68149880773973,-3.09026586561026,6.78376981806181,-5.64464051096781,-8.56488324392635,-0.93798292029498
3.03265793568428,-1.89651594288318,4.91759450240192,-6.59564160450723,-5.2524609210848,2.54850169629685
3.26258498111454,-4.71711108263584,11.8528228314182,-8.17198985806765,-6.01694414935362,8.68956179741545
5.22497066675259,-1.96851851267864,7.01014971399914,-6.89792203156727,-5.88898706799613,7.68081307922264
2.49605379986798,-8.62821941601559,2.53533245542038,-9.24449967805516,-7.97429284844801,4.67755973369395
4.09609074774876,-2.99411622625253,8.8645156895878,-10.7833480099473,-7.73091303832551,-8.94409882506221
4.92307077819581,-5.01569383958652,9.37213904133033,-4.63748935516359,-9.56984261740785,-14.1017431212787
3.38894314112298,-1.19172368694145,5.75505989298281,-8.1735153142258,-1.47592591097474,-2.85169784689337
5.76146781652025,-4.13397833030963,7.0057173845916,-8.19631259371033,-10.3672102759818,-8.56891384394945
1.64070865092645,-5.05530677600162,13.5741142929726,-10.7856261915272,-7.07832526849018,-5.08250340194556
2.02024948265952,-8.19724039370327,4.57811213237174,-8.44725615064,-13.2556336605401,-12.5613484422336
3.81717241684728,-7.88560624728206,8.25248601254575,-5.56873048749141,-7.36644250300953,-5.87361056404597
5.07343873871533,-2.81222011884815,3.78044534014841,-11.5751661880911,-9.809016457136,-8.42231487937276
5.01483704412066,-5.33664023416522,7.62437714867357,-9.42065219791449,-11.2361474390013,-15.3633949446523
3.01210587023226,-2.86775498664937,6.41753823781001,-6.06078020770513,-6.15098532258567,-2.88245929277899
1.9267493351896,-4.98021846638709,8.89401923658673,-2.46184762478149,-9.10525922526265,-10.8570012530791
-1.84757608436175,-7.21206980835344,3.09442303473167,-11.5150666382357,-7.9581528074773,-10.9732688420906
-5.18075436947542,-5.03926368883729,11.5638896842449,-1.54659240054172,-2.88317940142628,-4.52332781119807
-5.40736292178342,-6.87049266181388,8.51270493062443,-7.80875391368335,-9.80550583660637,-8.66062942753178
-4.04351413281569,-2.49674876581449,7.33204672721731,-1.2794502936731,-9.45931217292452,-11.6647827905807
-4.2706187632145,6.49486557236623,2.63576778093485,2.8135525132701,7.27077887373635,9.09741105283286
-0.160627170692094,2.17183701690595,13.7207845666325,6.82176293411433,8.46464249514778,6.44102461727904
-3.44283573625477,7.12348950628329,8.87826823556355,7.8377053706526,5.53758767453771,2.68687824322354
-2.03506524912058,5.78328777096942,6.39241144363631,5.17696925175312,5.45558573853975,3.67122358880685
-1.77376665483489,3.96094847050024,9.8049851375739,6.81415117079748,2.28893297840852,0.372072875081395
-5.98020519179078,4.44916374317896,-6.84425667687257,5.90262836010022,4.38811165133134,11.2739896438365
-7.22196630542541,1.93672116705725,-1.63546225661269,7.523961729966,4.70434141071531,4.43372052177058
-8.9106110227595,5.96435427335657,-4.99393849856061,12.2158533693754,6.39896371967543,8.07220807849766
-4.80718768554628,5.32184582773707,-0.685257447096025,9.660846182038,10.2213506396076,6.34333472287578
-5.04309010712855,6.88640409121688,-4.3248913694089,3.16754047461748,2.76538255249088,7.40545987630277
7.39966376921197,4.18451206829387,-2.62438317235418,7.36338961898965,4.45572487570776,5.66327394166683
9.11816263660967,7.64975657896563,-3.08879485621694,8.11577650110888,4.51616676412031,8.78959585736623
4.50038502543159,6.36078732923244,-7.89413746630375,5.81677271865165,3.97315234381214,5.19411586254427
2.1897019160828,2.99210976539279,-0.717590712751203,7.06048399815842,2.40366033107644,5.39789379856739
6.43912155682777,6.45333771023964,-7.97288316397082,4.14535614527115,5.85516875542786,4.75745855095014
6.48275403729812,5.30908434322857,-1.39746408642504,-4.49441892434105,2.42950409656255,4.7886987456022
5.40945400323726,3.67567734342684,-3.94905852440899,-3.75511982446829,3.2807420730881,4.39839380129834
4.81465267874415,11.6919368101745,-6.35246934661563,-5.20265465450126,4.7938478251581,5.38689671039454
7.41687891626327,2.24232113039176,-2.50199757806295,-3.27152062391952,5.98809934184807,7.20014214179556
8.50826755159117,4.4525069441376,-1.21881776669815,-8.36154545465932,5.27578390310565,2.51187666564193
1.93867316057088,-4.62075693340409,-2.03880125250841,-2.94912667441225,-4.65043807428413,13.4592237718898
1.34772140279088,-6.6804427839517,-4.45957372875046,-7.09170591672593,-7.09229478233631,4.82692005290447
2.88951419888463,-1.25614789015506,-4.15223363196405,-3.08790035770679,-7.29392408497828,2.99925048797204
3.54218305248261,-4.42175574782562,-3.71184567599616,-4.69794315192095,-4.44688546061456,4.18211989375694
5.34570484136105,-4.70922913271524,-1.65691214990697,-1.64845890423034,-1.23837736507423,8.46219107588318
-2.48336473128841,-5.09909655821188,-3.48426944866757,-2.45129777813694,-5.56060829277112,-7.07897792478632
-1.28539989993999,-2.92045580012172,-0.204672101672384,-6.4168036166773,-9.29692935648921,-11.264417014534
-5.0514454848846,-2.17502225399984,-3.29806833289235,-6.82165224545867,-9.10528715151852,-6.57698812752087
-3.58917030801809,-0.430819100483069,-4.44805326338486,-6.4070516192052,-7.62550869933633,-13.1594323830128
-3.35768397704172,-5.79578985910643,-4.62803082697896,-7.85639064370944,-3.75824383070218,-4.34205105123512
-3.87458317118336,-3.19617856075921,-2.1377664644364,-4.88429267949494,-5.63442237119952,-9.08821070661389
-6.49121897977104,-1.24634059242414,-8.43756108542655,-10.5300188895692,-6.34233670161242,-11.3503733269834
-6.57639564124245,-5.08728166094784,-3.03615426125821,-10.1184465149621,-15.8172431209802,-10.531871603124
-2.55555580691438,-2.81323134149341,2.13440649008205,-3.98658760242479,-9.6517291867303,-15.8483811093274
-6.79374631857863,-0.987705493649302,-4.5963530031147,-6.10019859277074,-4.25219002887711,-4.92029742190438
-1.28193178953239,-1.53645407754826,-1.18575280217767,-7.26789411676573,-3.98137156203638,-8.95207102199392
-7.47788534253781,-4.73186395978144,-1.19206412298802,-3.53368718899465,-6.11678265024106,0.939454978906099
-4.00891945080687,-2.918098248588,-4.74869778982362,-4.02304276488913,-6.19519431149215,-5.5011255930309
-1.89508774128292,-3.97585827623051,-3.93035707562247,-8.6375786169713,-6.25160032096342,-10.0652635207629
-6.46134231735804,-0.773065793659559,-6.42694276077485,0.214522414812646,-3.74019990712348,-11.5172043223047
